"Event Name","Event Number","Event Type","Host Names","Description","Price","Age Range","Max Tickets","Sold Count","Wait Count","Starts","Start Date (UTC)","Duration (minutes)","More Info","Room","Space","Date Created","Date Updated","View URI","Player Experience","Game Complexity","Minimum # of Players","Hosting Company, Group, or Club Name","Game System (without edition)","Game Edition","Table Size Request"
"Learn to Play Steve Jackson's Munchkin Game","186","Board and Card Game","Nancy Hutchins","Have you somehow missed out on playing “Munchkin” by Steve Jackson Games for the last 20 years, or haven't played in a while and need a refresher? This 1-hour session is for you!","0","Teen (13+)","4","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","60","https://munchkin.game/","Ballroom","310","2022-07-29T15:25:20","2022-08-05T19:46:21","/conventions/u-con-2022/schedule/186","Beginner","Average","2","Steve Jackson Games",,,"6'x30"" Rectangle (6 chairs)"
"Car Wars 6e","265","Miniatures","Blair Reamy","A complete redesign of the original game of autoduelling. Car Wars is a game of the freeways and arenas of the future, where the right of way goes to the biggest guns.","0","Teen (13+)","6","3","0","Sunday at  9:00 AM","2022-10-09T13:00:00","180","https://carwars.sjgames.com/","Ballroom","101","2022-08-05T20:03:24","2022-09-07T22:21:40","/conventions/u-con-2022/schedule/265","Beginner","Average","3","Amorphous Blob Games",,,"72 x 48"
"Merlinspawn","100","Role Playing","David Vandenabeele","Merlin returned magic to the land, revolutionizing every field.  London of 1876 now sees alchemy at Scotland Yard, magic classes at university, and inventions that defy physics.  This is your world.","0","Adult (18+)","5","5","0","Sunday at  9:00 AM","2022-10-09T13:00:00","300","http://","Seminar","Seminar 1","2022-07-23T19:15:25","2022-09-02T20:59:07","/conventions/u-con-2022/schedule/100","Beginner","Average","1","","","","6'x30"" Rectangle"
"Star Trek: Five-Year Mission","130","Board and Card Game","Mark Kloha","Your five year mission aboard the U.S.S. Enterprise is ready to begin. ALERT! You and your fellow crewmates must cooperate to resolve dangerous situations that threaten to destroy your ship.","0","Teen (13+)","7","5","0","Sunday at  9:00 AM","2022-10-09T13:00:00","120","http://https://boardgamegeek.com/boardgame/178613/star-trek-five-year-mission","Ballroom","202","2022-07-28T14:37:33","2022-09-03T20:30:16","/conventions/u-con-2022/schedule/130","Beginner","Simple","2","Amorphous Blob Games",,,"6'x18"" Rectangle (6 chairs)"
"Hibachi","69","Board and Card Game","Stewart Tame ","Cooking meets pitching pennies in this unique dexterity game.  Select ingredients and complete recipes as players compete to become the best hibachi chef.  Rules will be taught.","0","Teen (13+)","3","3","0","Sunday at  9:00 AM","2022-10-09T13:00:00","60","http://","Ballroom","205","2022-07-23T19:01:21","2022-09-02T15:16:37","/conventions/u-con-2022/schedule/69","Beginner","Simple","1",,,,"5' Round (7 chairs)"
"18XX","8","Board and Card Game","allen stiles","18XX gaming system.","0","Adult (18+)","12","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","180","http://","Ballroom","314","2022-07-15T17:16:27","2022-08-05T17:42:49","/conventions/u-con-2022/schedule/8","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Operation: Starlight","148","Role Playing","Scott Kongable","A NATO spy has reported an ""imminent, strategic attack.""  Can ICON stop it in time?","0","Teen (13+)","4","1","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Conference H","Conference H 5","2022-07-28T16:32:27","2022-09-02T17:49:10","/conventions/u-con-2022/schedule/148","Beginner","Complex","1","Solarian","Top Secret New World Order","1st","5' Round"
"04-08 Precious Cargo","273","Organized Play","Edward A Kabara","An automated cargo ship is stranded in the Vast! Can the Starfinders solve the shipping crisis?  For levels 1-4, pregenerated characters available.","0","Teen (13+)","6","6","0","Sunday at  9:00 AM","2022-10-09T13:00:00","270","http://","Elizabeth Ann","Table 01","2022-08-06T20:18:12","2022-09-08T03:05:31","/conventions/u-con-2022/schedule/273","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","1st edition","5' Round"
"Ghost Punchers","429","Role Playing","Ryan Veneklase","You're a Ghost Puncher! You punch ghosts! There are mysterious things going down. Can you figure out what haunting is causing them and punch the ghosts to death before it's too late?","0","Teen (13+)","6","6","1","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Conference B","Conference B 2","2022-08-27T19:39:04","2022-09-08T12:40:47","/conventions/u-con-2022/schedule/429","Beginner","Average","1","We Hate Bards","Savage Worlds","",""
"Eateat Go Home / What Stalks the Night","506","Organized Play","Keith Lubeck","Two more adventures investigating the events in the Forsk estate. Finale of the series, can play on its own. (DC-POA-PND-2 & DC-POA-PND-3) Characters level 5-10 (available if needed) (tier 2).","0","Family Friendly (7+)","7","0","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Clubhouse","Clubhouse 3","2022-09-02T13:05:26","2022-09-11T22:35:25","/conventions/u-con-2022/schedule/506","Some XP","Average","3","U-Con Adventurers League","D&D","5th",""
"Hard Times in Heronwall","430","Role Playing","Eric Bracey","The worst winter in memory has come and food is running short.  It is time to risk everything on a quest to reawaken Ernalda and bring spring back. Characters will be provided, beginners welcome","0","Teen (13+)","6","3","0","Sunday at  9:00 AM","2022-10-09T13:00:00","240","http://","Conference B","Conference B 3","2022-08-27T19:39:07","2022-09-06T22:25:51","/conventions/u-con-2022/schedule/430","Beginner","Average","1","We Hate Bards","Runequest","",""
"The Outpost","162","Role Playing","Forest Ray","As you are exploring, you come upon a set of buildings behind a metal fence. What was its purpose? Has it been  maintained? Is there salvage?","0","Family Friendly (7+)","6","0","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Conference H","Conference H 7","2022-07-28T16:41:30","2022-08-07T19:52:05","/conventions/u-con-2022/schedule/162","Some XP","Average","3",,"Mutant Future","","5' Round"
"Star Wars: A Moff's Ransom","175","Role Playing","Jason Altland","Kodo Par and their crew of mercenaries, scoundrels, and slicers have been hired by Imperial Admiral Shrent to deliver a ransom to a pirate station. 10% skim, plus commission - What could go wrong?","0","Teen (13+)","6","6","1","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Conference G","Conference G 1","2022-07-28T16:49:11","2022-09-03T12:10:28","/conventions/u-con-2022/schedule/175","Beginner","Average","3","Matinee Adventures","Mutants & Masterminds","3rd","5' Round"
"Bump in the Night","90","Role Playing","Angela Murray","Vaesen is a game of the creatures of legend and lore pushing back against the advance of industrialization. Gifted Sight lets you see these creatures and allows you to protect those in need.","0","Adult (18+)","6","6","1","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Conference G","Conference G 2","2022-07-23T19:11:13","2022-09-03T12:10:07","/conventions/u-con-2022/schedule/90","Beginner","Average","3","Matinee Adventures","Vaesen",,"5' Round"
"Magical Kitties Save the Day!","152","Role Playing","Eric Kramp","Someone is stealing your humans' favorite electronics! Can you and the rest of the magical kitty krew figure out what is going on and save the day? MKstD is a simple RPG using only d6s.","0","Family Friendly (7+)","5","5","0","Sunday at 10:00 AM","2022-10-09T14:00:00","180","https://www.drivethrurpg.com/product/345604/Magical-Kitties-Save-the-Day-2nd-Edition","Conference A","Conference A 2","2022-07-28T16:35:02","2022-09-05T16:10:08","/conventions/u-con-2022/schedule/152","Beginner","Simple","2",,"Magical Kitties Save the Day",,"6'x5' Rectangle"
"Space Base","478","Board and Card Game","Joe Orosz","Engine building dice game.  Get you space fleet built and ready to use at your Space Base.","0","Family Friendly (7+)","6","2","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Ballroom","304","2022-09-01T15:18:23","2022-09-02T15:07:21","/conventions/u-con-2022/schedule/478","Beginner","Simple","2",,,,"5' Round (7 chairs)"
"Sentinels of the Multiverse Definitive Edition","371","Board and Card Game","Evans Ward Collins","Sentinels of the Multiverse is a fully cooperative game in which each player controls a Hero, using their powers, abilities, and wits to work together with their fellow Heroes and save the world!","0","Family Friendly (7+)","5","1","0","Sunday at 10:00 AM","2022-10-09T14:00:00","120","https://boardgamegeek.com/boardgame/335212/sentinels-multiverse-definitive-edition","Ballroom","204","2022-08-11T13:05:53","2022-09-02T23:20:38","/conventions/u-con-2022/schedule/371","Beginner","Average","3",,,,"6'x30"" Rectangle (6 chairs)"
"Traveller: No World to Call My Own","341","Role Playing","Nathan Mezel","A sandbox adventure for a free-trader crew of Travellers set in the Spinward Marches.","0","Family Friendly (7+)","6","4","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Conference E","Conference E 1","2022-08-07T19:02:04","2022-09-04T19:55:30","/conventions/u-con-2022/schedule/341","Beginner","Average","2","https://www.instagram.com/dj_dungeonmaster/","Mongoose Traveller","2nd","5' Round"
"Stardew Valley","213","Board and Card Game","Scott Allen Rutter","Explore the mysterious Stardew Valley, befriend the villagers, and fulfill your grandfather's last wish in this friendly co-op.","0","Family Friendly (7+)","4","4","1","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Ballroom","422","2022-08-03T23:31:49","2022-09-15T01:09:50","/conventions/u-con-2022/schedule/213","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"True Crime","170","Role Playing","Peter Parker","Archeologist Howard Carter has been searching the Valley of the Kings since 1907; without ""the big find"" he may his lose funding and permits.  He seeks help from the Fellowship and the Atlas Library.","0","Teen (13+)","6","0","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://www.thenodringames.com","Conference D","Conference D 1","2022-07-28T16:44:10","2022-08-05T19:11:39","/conventions/u-con-2022/schedule/170","Beginner","Simple","3","Fellowship of the White Star","Fellowship of the White Star","2nd Edition","5' Round"
"Cthulhu: Death May Die","230","Board and Card Game","Kevin Schnell","Painted minis: In Cthulhu: Death May Die, you and your fellow players represent investigators in the 1920s who want to summon the Elder Gods so that you can put a stop to them permanently.","0","Teen (13+)","5","5","0","Sunday at 10:00 AM","2022-10-09T14:00:00","180","http://","Ballroom","415","2022-08-03T23:39:38","2022-09-09T00:28:09","/conventions/u-con-2022/schedule/230","Beginner","Average","2","Ypsi Gaming Group",,"","8'x30"" Rectangle (6 chairs)"
"Outpost","216","Board and Card Game","David Nowell","2011 Reprint of the classic Tim-Jim 1990s boardgame.
Manage resources and build out your space colonies.","0","Teen (13+)","6","1","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Ballroom","309","2022-08-03T23:33:13","2022-09-02T15:15:46","/conventions/u-con-2022/schedule/216","Beginner","Complex","4",,,,"6'x30"" Rectangle (6 chairs)"
"Munchkins & Mazes","190","Board and Card Game","Nancy Hutchins","Updated old cards and new cards inspired by the most popular roleplaying game ever, the latest live streaming crazes, and the gaming hobby in general, even Munchkin itself.","0","Teen (13+)","6","1","0","Sunday at 10:00 AM","2022-10-09T14:00:00","120","https://munchkin.game/","Ballroom","303","2022-07-29T15:25:34","2022-09-15T01:09:22","/conventions/u-con-2022/schedule/190","Beginner","Average","3","Steve Jackson Games",,,"5' Round (7 chairs)"
"Ransom Notes","123","Board and Card Game","Cheryl Orosz","A game of constrained message from the makers of Charty Party.","0","Teen (13+)","6","6","0","Sunday at 10:00 AM","2022-10-09T14:00:00","120","https://boardgamegeek.com/boardgame/349812/ransom-notes","Ballroom","311","2022-07-28T14:36:47","2022-09-03T02:02:54","/conventions/u-con-2022/schedule/123","Beginner","Simple","2",,,,"6'x18"" Rectangle (6 chairs)"
"Learn to Play WarCry","236","Board and Card Game","David Reynolds","This small-board skirmish game is an excellent and affordable way to experience miniature gaming. Played with beautifully painted warbands and terrain.","0","Adult (18+)","4","3","0","Sunday at 10:00 AM","2022-10-09T14:00:00","120","http://","Ballroom","416","2022-08-03T23:40:58","2022-09-06T11:58:12","/conventions/u-con-2022/schedule/236","Beginner","Simple","1","Ypsi Gaming Group",,"","6'x30"" Rectangle (6 chairs)"
"Sleeping Beauty","181","Role Playing","M Rachelle Tucker-Long","1890s.  When a young woman who has been in a coma for nearly a year is revealed to be pregnant, the family demands answers while the hospital seeks to save their reputation and find answers.","0","Mature Content (18+)","6","6","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://","Conference F","Conference F 1","2022-07-29T11:51:29","2022-09-02T20:57:32","/conventions/u-con-2022/schedule/181","Beginner","Simple","3",,"Call of Cthulhu","7","5' Round"
"Magnate: The First City","238","Board and Card Game","Gary Loyola","Players are property developers out to create a real estate empire during a citywide property boom. Buying the right land at the right time means you are safe when the market eventually busts.","0","Teen (13+)","5","4","0","Sunday at 10:00 AM","2022-10-09T14:00:00","180","https://boardgamegeek.com/boardgame/258242/magnate-first-city","Ballroom","308","2022-08-03T23:41:23","2022-09-09T20:39:32","/conventions/u-con-2022/schedule/238","Beginner","Average","2","Oakland County Gamers",,,"6'x18"" Rectangle (6 chairs)"
"Anno 1800","355","Board and Card Game","Tom Wolan","Create the most prosperous island by fulfilling the wishes of your population.","0","Teen (13+)","4","3","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","https://boardgamegeek.com/boardgame/311193/anno-1800","Ballroom","207","2022-08-11T13:02:02","2022-09-03T15:31:46","/conventions/u-con-2022/schedule/355","Beginner","Average","2",,,,"6'x30"" Rectangle (6 chairs)"
"Dungeon Crawl Classics: Portal Under The Stars!","260","Role Playing","Joshua t Carlton","Come and enjoy a 0-level funnel for Goodman Games' Dungeon Crawl Classics. 
All player skill and experience levels are welcome. Come and play if you're interested in learning why I love DCC!","0","Adult (18+)","6","6","0","Sunday at 10:00 AM","2022-10-09T14:00:00","240","http://https://www.instagram.com/p/CiDXLdrOjud/?igshid=YmMyMTA2M2Y=","Conference H","Conference H 1","2022-08-05T12:19:20","2022-09-08T00:23:20","/conventions/u-con-2022/schedule/260","Beginner","Average","3",,"Dungeon Crawl Classics",,"5' Round"
